session,stim1,stim2,stim3,stim4,stim5,stim6,act2,act3,act4,act5,act6
2,images/Variation06_20110131/BAHRAIN_rx+15.093_ry-64.195_rz+71.221_tx+00.524_ty-01.160_s+01.493_16c5ee559a7f033a288a55a1d25f76d745e3e5b2_256x256.png,images/gray_background.png,images/Variation06_20110131/f16_rx+12.553_ry+12.949_rz+16.776_tx-00.566_ty+00.886_s+01.818_52629fa75490d61a681ce591faaca2b10afe52eb_256x256.png,images/Variation06_20110131/_10_rx-07.733_ry-63.044_rz+09.227_tx+00.427_ty-00.948_s+00.811_8eaf28c227531ad8df4ac0f21ebc312ae75b1bd3_256x256.png,images/gray_background.png,images/Variation03_20110128/face0004_rx+11.650_ry-41.366_rz+24.205_tx-00.210_ty+00.559_s+00.813_afbab3c6e8d9c1ea162e890a3e8980adc8a84ec0_256x256.png,b,b,x,b,none
2,images/Variation06_20110131/Beetle_rx+77.560_ry-25.624_rz+00.533_tx-00.298_ty-00.400_s+01.460_649b6644656e7d09ae5432a3b8f9430063931aa6_256x256.png,images/gray_background.png,images/Variation03_20110128/_014_rx+09.895_ry+15.820_rz-27.045_tx+00.031_ty-00.303_s+00.673_0d944a5c935dbb8a926303060563f571bd96d13d_256x256.png,images/Variation03_20110128/_37_rx+26.388_ry+05.838_rz+32.514_tx-00.284_ty-00.171_s+00.621_12c3519b7c780de90991c5d5f52953d047b6278e_256x256.png,images/gray_background.png,images/Variation06_20110131/_014_rx-38.903_ry-17.364_rz-07.443_tx+00.373_ty+01.019_s+01.110_90dafc4a303b2f572493e5b4bf1e733ee7f8ae81_256x256.png,b,b,x,b,x
2,images/Variation00_20110203/_05_future_rx+00.000_ry+90.000_rz+90.000_tx+00.000_ty+00.000_s+01.300_b010c7e836b1dabe9ddbd79b9c805726071ab5ec_256x256.png,images/Variation06_20110131/Apple_Fruit_obj_rx-170.637_ry+20.791_rz-82.814_tx+00.225_ty+00.008_s+00.872_cfcd1d3a0ff189577a3f12d201cfb004b1468479_256x256.png,images/gray_background.png,images/Variation03_20110128/clio_rx-13.073_ry-35.329_rz+37.230_tx-00.000_ty+00.137_s+00.785_7b4a3aa00b831dfe1a0294d64ae9848533456dbc_256x256.png,images/gray_background.png,images/Variation06_20110131/Apple_Fruit_obj_rx-170.637_ry+20.791_rz-82.814_tx+00.225_ty+00.008_s+00.872_cfcd1d3a0ff189577a3f12d201cfb004b1468479_256x256.png,b,b,x,b,x
2,images/Variation03_20110128/SISTER_L_rx-38.132_ry+30.305_rz-05.646_tx+00.233_ty-00.573_s+01.421_a51c72d8b4a890cffa5d970d91f94c9ba307f26b_256x256.png,images/Variation00_20110203/_05_future_rx+00.000_ry+90.000_rz+90.000_tx+00.000_ty+00.000_s+01.300_b010c7e836b1dabe9ddbd79b9c805726071ab5ec_256x256.png,images/gray_background.png,images/Variation03_20110128/_010_rx+00.146_ry+25.394_rz+33.789_tx+00.228_ty-00.568_s+00.676_0bfac703a6d95f21dc1fde68d25255003de843fd_256x256.png,images/gray_background.png,images/Variation03_20110128/Strawberry_obj_rx-134.512_ry-22.799_rz+18.679_tx-00.200_ty+00.001_s+00.769_65a71c31609658d61978a8c8c5a039b546cdb60a_256x256.png,b,b,x,b,none
2,images/Variation06_20110131/Apple_Fruit_obj_rx-170.637_ry+20.791_rz-82.814_tx+00.225_ty+00.008_s+00.872_cfcd1d3a0ff189577a3f12d201cfb004b1468479_256x256.png,images/gray_background.png,images/Variation03_20110128/blCow_rx-22.389_ry+02.512_rz-14.822_tx+00.073_ty-00.210_s+00.866_7dca3825303934d93414b42f013c6312e9cee477_256x256.png,images/Variation03_20110128/_014_rx+09.895_ry+15.820_rz-27.045_tx+00.031_ty-00.303_s+00.673_0d944a5c935dbb8a926303060563f571bd96d13d_256x256.png,images/gray_background.png,images/Variation06_20110131/blCow_rx-12.813_ry-24.459_rz-48.790_tx-00.563_ty-00.730_s+01.164_e76b57d16def6cc06cb990828988da12168b3701_256x256.png,b,b,none,b,x
2,images/Variation00_20110203/cruiser_rx+00.000_ry+90.000_rz+00.000_tx+00.000_ty+00.000_s+01.200_2b6cecbb41225444591d526c630a14f55242b461_256x256.png,images/Variation06_20110131/blCow_rx-12.813_ry-24.459_rz-48.790_tx-00.563_ty-00.730_s+01.164_e76b57d16def6cc06cb990828988da12168b3701_256x256.png,images/Variation03_20110128/raspberry_obj_rx-65.062_ry-24.528_rz-13.909_tx+00.044_ty-00.500_s+00.781_4094119ed7b973b19f17869e0b247a7d03d64b21_256x256.png,images/gray_background.png,images/gray_background.png,images/Variation00_20110203/Peach_obj_rx-90.000_ry+00.000_rz+00.000_tx+00.000_ty+00.000_s+00.700_f50f616f284f1fcce136ec8e80ed165bcbfa3ffb_256x256.png,b,none,b,b,none
2,images/Variation00_20110203/face0005_rx+00.000_ry+00.000_rz+00.000_tx+00.000_ty+00.000_s+00.800_b2cdaf88fde2dfd3c220462384685c65821536c8_256x256.png,images/Variation06_20110131/_44_rx-11.671_ry-21.100_rz-05.718_tx-00.346_ty+00.861_s+01.052_adf900a2d943d51e478e4829e4615ca34a13ba5e_256x256.png,images/gray_background.png,images/Variation06_20110131/Apple_Fruit_obj_rx-170.637_ry+20.791_rz-82.814_tx+00.225_ty+00.008_s+00.872_cfcd1d3a0ff189577a3f12d201cfb004b1468479_256x256.png,images/gray_background.png,images/Variation03_20110128/face0001_rx+31.135_ry+18.432_rz-20.953_tx-00.182_ty-00.486_s+00.758_6c37199efdcf57a6c4d988b5af4498289ded0036_256x256.png,b,b,none,b,none
3,images/Variation06_20110131/_12_rx+70.074_ry-54.620_rz-13.496_tx+00.226_ty+00.257_s+01.108_b550ba76133906d562cdc97b56a5f5683da72a76_256x256.png,images/gray_background.png,images/gray_background.png,images/Variation06_20110131/f16_rx+12.553_ry+12.949_rz+16.776_tx-00.566_ty+00.886_s+01.818_52629fa75490d61a681ce591faaca2b10afe52eb_256x256.png,images/Variation03_20110128/face0004_rx+11.650_ry-41.366_rz+24.205_tx-00.210_ty+00.559_s+00.813_afbab3c6e8d9c1ea162e890a3e8980adc8a84ec0_256x256.png,images/Variation06_20110131/_18_rx-73.254_ry+29.318_rz-67.769_tx+00.129_ty+00.397_s+00.616_284cc8ef4e15393ab4f661f8f31d7bcbc909bb18_256x256.png,b,b,b,none,none
3,images/Variation03_20110128/bear_rx+05.165_ry+49.480_rz+00.566_tx+00.044_ty-00.386_s+00.903_079b4bf370d0b5e5f9e41109d7d88abe9a447f1c_256x256.png,images/Variation03_20110128/face0005_rx-09.773_ry+27.523_rz+27.735_tx+00.228_ty+00.405_s+01.016_300fa113e79ae31c731876494ae8afb908071250_256x256.png,images/gray_background.png,images/Variation06_20110131/TURTLE_L_rx+00.124_ry-85.896_rz+50.250_tx+00.127_ty-00.728_s+01.099_3489581237a6ecd6dcf98d71b1d7393a4cd39e33_256x256.png,images/gray_background.png,images/Variation03_20110128/watermelon_obj_rx-106.558_ry+35.031_rz-24.982_tx+00.274_ty-00.378_s+00.639_eb6ae49f52c958d792fe8801434cc1d4fb4c0e84_256x256.png,b,b,none,b,none
3,images/Variation06_20110131/Apple_Fruit_obj_rx-170.637_ry+20.791_rz-82.814_tx+00.225_ty+00.008_s+00.872_cfcd1d3a0ff189577a3f12d201cfb004b1468479_256x256.png,images/gray_background.png,images/gray_background.png,images/Variation03_20110128/motoryacht_rx-20.483_ry+126.293_rz+22.229_tx+00.175_ty-00.043_s+00.942_33d8809229eef0df411fe6a827d54caa653d7ab6_256x256.png,images/Variation06_20110131/Apple_Fruit_obj_rx-170.637_ry+20.791_rz-82.814_tx+00.225_ty+00.008_s+00.872_cfcd1d3a0ff189577a3f12d201cfb004b1468479_256x256.png,images/Variation06_20110131/BAHRAIN_rx+15.093_ry-64.195_rz+71.221_tx+00.524_ty-01.160_s+01.493_16c5ee559a7f033a288a55a1d25f76d745e3e5b2_256x256.png,b,b,b,x,none
3,images/Variation06_20110131/ELEPHANT_M_rx+65.120_ry+88.545_rz-57.932_tx-00.179_ty-00.506_s+01.054_710930fa3b53c88079df00e51c2708cdaa36cab5_256x256.png,images/gray_background.png,images/gray_background.png,images/Variation03_20110128/walnut_obj_rx-55.731_ry+28.628_rz+30.618_tx+00.240_ty-00.031_s+00.744_cdb4a4cdada03b6a800e329b75e1d7e71b882fff_256x256.png,images/Variation06_20110131/TURTLE_L_rx+00.124_ry-85.896_rz+50.250_tx+00.127_ty-00.728_s+01.099_3489581237a6ecd6dcf98d71b1d7393a4cd39e33_256x256.png,images/Variation03_20110128/face0008_rx+05.234_ry+15.678_rz+28.409_tx-00.248_ty+00.246_s+00.757_7b18806116fbdb505d2d1bcf2408b06597e39e86_256x256.png,b,b,b,x,none
3,images/Variation00_20110203/f16_rx+00.000_ry+00.000_rz+00.000_tx+00.000_ty+00.000_s+01.300_935c06cee1b2005301b2d61abbacb7f71739221e_256x256.png,images/Variation06_20110131/junkers88_rx+64.669_ry-17.909_rz-45.248_tx-00.577_ty+01.009_s+01.209_f55379501d8015ff862c71ac4a40b2ef4dc6fee7_256x256.png,images/gray_background.png,images/gray_background.png,images/Variation03_20110128/_011_rx+00.466_ry+36.644_rz+26.679_tx-00.264_ty+00.213_s+00.816_8f5686781231fff360eda0267eac78848d144e7e_256x256.png,images/Variation06_20110131/_05_future_rx-81.486_ry+86.217_rz+26.242_tx-00.203_ty-01.197_s+02.038_eb82f7ad2210ffaf8b9a5a2019ad45e80d723608_256x256.png,b,b,b,none,none
3,images/Variation06_20110131/f16_rx+12.553_ry+12.949_rz+16.776_tx-00.566_ty+00.886_s+01.818_52629fa75490d61a681ce591faaca2b10afe52eb_256x256.png,images/gray_background.png,images/Variation03_20110128/ELEPHANT_M_rx-30.394_ry+40.035_rz+39.490_tx+00.147_ty+00.204_s+00.889_905989ef67d7ce5310d04e117dd2ddbb3c027ba9_256x256.png,images/gray_background.png,images/Variation06_20110131/junkers88_rx+64.669_ry-17.909_rz-45.248_tx-00.577_ty+01.009_s+01.209_f55379501d8015ff862c71ac4a40b2ef4dc6fee7_256x256.png,images/Variation03_20110128/_010_rx+00.146_ry+25.394_rz+33.789_tx+00.228_ty-00.568_s+00.676_0bfac703a6d95f21dc1fde68d25255003de843fd_256x256.png,b,b,b,x,none
3,images/Variation06_20110131/mig29_rx-54.872_ry+77.610_rz-61.506_tx+00.243_ty+00.927_s+01.077_2047480945c709a441ed1a351ba68807989f5c66_256x256.png,images/gray_background.png,images/Variation00_20110203/_37_rx+00.000_ry+00.000_rz+00.000_tx+00.000_ty+00.000_s+00.700_8d8ca461098b7bdfd69911cb445db0fe919b8b97_256x256.png,images/Variation03_20110128/bear_rx+05.165_ry+49.480_rz+00.566_tx+00.044_ty-00.386_s+00.903_079b4bf370d0b5e5f9e41109d7d88abe9a447f1c_256x256.png,images/gray_background.png,images/Variation06_20110131/z3_rx+63.566_ry-40.296_rz-61.601_tx-00.595_ty-00.195_s+01.480_fa3aff9af6b31c0527d07d84a9f49b95f265f1fb_256x256.png,b,b,none,b,none
3,images/Variation06_20110131/_44_rx-11.671_ry-21.100_rz-05.718_tx-00.346_ty+00.861_s+01.052_adf900a2d943d51e478e4829e4615ca34a13ba5e_256x256.png,images/Variation06_20110131/mig29_rx-54.872_ry+77.610_rz-61.506_tx+00.243_ty+00.927_s+01.077_2047480945c709a441ed1a351ba68807989f5c66_256x256.png,images/gray_background.png,images/Variation06_20110131/_08_rx+34.350_ry-25.504_rz-33.272_tx-00.468_ty+00.502_s+00.900_52471d4a8f0efda0dcab62dd085614e5c4fd2100_256x256.png,images/gray_background.png,images/Variation06_20110131/mig29_rx-54.872_ry+77.610_rz-61.506_tx+00.243_ty+00.927_s+01.077_2047480945c709a441ed1a351ba68807989f5c66_256x256.png,b,b,x,b,x
3,images/Variation06_20110131/junkers88_rx+64.669_ry-17.909_rz-45.248_tx-00.577_ty+01.009_s+01.209_f55379501d8015ff862c71ac4a40b2ef4dc6fee7_256x256.png,images/gray_background.png,images/gray_background.png,images/Variation03_20110128/hedgehog_rx-18.031_ry+107.496_rz-43.135_tx-00.062_ty+00.444_s+00.782_312eeaaa04ebedc88d031d9b5148851f7b5f0726_256x256.png,images/Variation06_20110131/_01_Airliner_2jetEngines_rx-49.833_ry+127.200_rz+164.022_tx-00.347_ty+01.184_s+02.035_077327646362dd27e99eb2b9ea276366a157351c_256x256.png,images/Variation03_20110128/face0004_rx+11.650_ry-41.366_rz+24.205_tx-00.210_ty+00.559_s+00.813_afbab3c6e8d9c1ea162e890a3e8980adc8a84ec0_256x256.png,b,b,b,x,none
3,images/Variation03_20110128/_18_rx+24.859_ry+12.177_rz+29.204_tx+00.236_ty-00.258_s+00.899_98508b94ea3975a5eed27a0fcd4a75d3e70f2cf5_256x256.png,images/gray_background.png,images/Variation06_20110131/cruiser_rx-59.848_ry+91.070_rz-14.708_tx-00.382_ty+00.326_s+01.422_00b9334afb5268a64ab035fcbe0b4f85fa929564_256x256.png,images/gray_background.png,images/Variation03_20110128/watermelon_obj_rx-106.558_ry+35.031_rz-24.982_tx+00.274_ty-00.378_s+00.639_eb6ae49f52c958d792fe8801434cc1d4fb4c0e84_256x256.png,images/Variation03_20110128/MQUEEN_L_rx-29.272_ry-33.980_rz+35.749_tx+00.177_ty-00.315_s+01.552_8a3d9b3bf408c5a9369502586672f79e4cc3bb85_256x256.png,b,b,b,x,none
3,images/Variation03_20110128/junkers88_rx-19.269_ry-14.898_rz+27.912_tx-00.048_ty+00.170_s+01.421_16a78814a4853fda41bbf66569729e25b2f4fba3_256x256.png,images/Variation03_20110128/ELEPHANT_M_rx-30.394_ry+40.035_rz+39.490_tx+00.147_ty+00.204_s+00.889_905989ef67d7ce5310d04e117dd2ddbb3c027ba9_256x256.png,images/gray_background.png,images/Variation03_20110128/MQUEEN_L_rx-29.272_ry-33.980_rz+35.749_tx+00.177_ty-00.315_s+01.552_8a3d9b3bf408c5a9369502586672f79e4cc3bb85_256x256.png,images/gray_background.png,images/Variation06_20110131/ELEPHANT_M_rx+65.120_ry+88.545_rz-57.932_tx-00.179_ty-00.506_s+01.054_710930fa3b53c88079df00e51c2708cdaa36cab5_256x256.png,b,b,x,b,x
3,images/Variation06_20110131/Apple_Fruit_obj_rx-170.637_ry+20.791_rz-82.814_tx+00.225_ty+00.008_s+00.872_cfcd1d3a0ff189577a3f12d201cfb004b1468479_256x256.png,images/Variation00_20110203/bmw325_rx+00.000_ry+00.000_rz+00.000_tx+00.000_ty+00.000_s+01.000_99d6fc931185f148ad118ac9d15ddf55961196da_256x256.png,images/Variation06_20110131/_033_rx-64.531_ry+79.609_rz-85.890_tx-00.259_ty+00.611_s+01.080_88a4b3a09911de79a1ed9b25f6b3e878f16965b7_256x256.png,images/gray_background.png,images/gray_background.png,images/Variation00_20110203/face0001_rx+00.000_ry+00.000_rz+00.000_tx+00.000_ty+00.000_s+00.800_359b8f0d1c80b5038998487cc7e2f116843c6b3d_256x256.png,b,none,b,b,none
3,images/Variation00_20110203/_11_rx+00.000_ry+00.000_rz+00.000_tx+00.000_ty+00.000_s+00.700_9c25cc87fc8e52fff095df9a4387ed74d61e9d12_256x256.png,images/gray_background.png,images/Variation03_20110128/_010_rx+00.146_ry+25.394_rz+33.789_tx+00.228_ty-00.568_s+00.676_0bfac703a6d95f21dc1fde68d25255003de843fd_256x256.png,images/Variation00_20110203/face0005_rx+00.000_ry+00.000_rz+00.000_tx+00.000_ty+00.000_s+00.800_b2cdaf88fde2dfd3c220462384685c65821536c8_256x256.png,images/gray_background.png,images/Variation00_20110203/face0005_rx+00.000_ry+00.000_rz+00.000_tx+00.000_ty+00.000_s+00.800_b2cdaf88fde2dfd3c220462384685c65821536c8_256x256.png,b,b,x,b,none
3,images/Variation00_20110203/walnut_obj_rx-90.000_ry+00.000_rz+00.000_tx+00.000_ty+00.000_s+00.700_32dc5efa457f20aaf94e8274e62d6034f71fca4e_256x256.png,images/Variation06_20110131/TURTLE_L_rx+00.124_ry-85.896_rz+50.250_tx+00.127_ty-00.728_s+01.099_3489581237a6ecd6dcf98d71b1d7393a4cd39e33_256x256.png,images/Variation00_20110203/_11_rx+00.000_ry+00.000_rz+00.000_tx+00.000_ty+00.000_s+00.700_9c25cc87fc8e52fff095df9a4387ed74d61e9d12_256x256.png,images/gray_background.png,images/gray_background.png,images/Variation03_20110128/TURTLE_L_rx+25.122_ry+03.180_rz+30.950_tx+00.139_ty+00.174_s+00.671_510f2a48e2c071cefd76dc908054390d8df06148_256x256.png,b,x,b,b,x
3,images/Variation06_20110131/sopwith_rx-53.821_ry-22.344_rz-74.777_tx-00.175_ty+00.882_s+01.441_c2c705881a93a33765d92968d97c9c850b65b09d_256x256.png,images/gray_background.png,images/gray_background.png,images/Variation06_20110131/rdbarren_rx+79.672_ry-10.999_rz-64.489_tx-00.230_ty+00.307_s+01.470_5ec9d9627ffd61c904916af9c197117f8200df89_256x256.png,images/Variation03_20110128/raspberry_obj_rx-65.062_ry-24.528_rz-13.909_tx+00.044_ty-00.500_s+00.781_4094119ed7b973b19f17869e0b247a7d03d64b21_256x256.png,images/Variation06_20110131/_18_rx-73.254_ry+29.318_rz-67.769_tx+00.129_ty+00.397_s+00.616_284cc8ef4e15393ab4f661f8f31d7bcbc909bb18_256x256.png,b,b,b,none,none
3,images/Variation00_20110203/bmw325_rx+00.000_ry+00.000_rz+00.000_tx+00.000_ty+00.000_s+01.000_99d6fc931185f148ad118ac9d15ddf55961196da_256x256.png,images/gray_background.png,images/Variation06_20110131/_05_future_rx-81.486_ry+86.217_rz+26.242_tx-00.203_ty-01.197_s+02.038_eb82f7ad2210ffaf8b9a5a2019ad45e80d723608_256x256.png,images/gray_background.png,images/Variation00_20110203/celica_rx+00.000_ry+00.000_rz+00.000_tx+00.000_ty+00.000_s+01.000_43ee5593426fb8507236387fbed1e5ad8fe0b9c9_256x256.png,images/Variation00_20110203/_05_future_rx+00.000_ry+90.000_rz+90.000_tx+00.000_ty+00.000_s+01.300_b010c7e836b1dabe9ddbd79b9c805726071ab5ec_256x256.png,b,b,b,x,x
3,images/Variation03_20110128/_01_Airliner_2jetEngines_rx-38.771_ry+82.163_rz+49.486_tx-00.035_ty+00.006_s+01.148_05823d190543365d67ee28e40dbbee02c47da244_256x256.png,images/gray_background.png,images/gray_background.png,images/Variation03_20110128/MQUEEN_L_rx-23.942_ry-44.556_rz-43.989_tx+00.270_ty-00.114_s+01.497_41c152a34df114d531f527d456ee2e3076fbe058_256x256.png,images/Variation00_20110203/watermelon_obj_rx-90.000_ry+00.000_rz+00.000_tx+00.000_ty+00.000_s+00.700_acb18d33e8a8fce3b2a1ec37b5906673e08d6a26_256x256.png,images/Variation06_20110131/SISTER_L_rx-52.622_ry-50.431_rz+66.617_tx-00.134_ty+00.249_s+01.380_19b697b2e57e4bf2099be0a96cf3f5d68ba7540d_256x256.png,b,b,b,x,none
3,images/Variation06_20110131/alfa155_rx+80.699_ry-56.276_rz+64.370_tx+00.176_ty+00.180_s+00.683_78fa06720d6f643b05f571356adac79ddd2bbc58_256x256.png,images/gray_background.png,images/gray_background.png,images/Variation06_20110131/sopwith_rx-53.821_ry-22.344_rz-74.777_tx-00.175_ty+00.882_s+01.441_c2c705881a93a33765d92968d97c9c850b65b09d_256x256.png,images/Variation06_20110131/bmw325_rx+35.950_ry+00.026_rz-23.155_tx+00.599_ty-00.743_s+01.099_275315df97c51740c26c0262ec467dab4a6c1724_256x256.png,images/Variation03_20110128/sopwith_rx+00.309_ry+38.167_rz+03.349_tx+00.095_ty-00.372_s+01.424_220a945c6bd4fd5fd69d0e4c10153f36e705c32c_256x256.png,b,b,b,none,x
3,images/Variation00_20110203/cruiser_rx+00.000_ry+90.000_rz+00.000_tx+00.000_ty+00.000_s+01.200_2b6cecbb41225444591d526c630a14f55242b461_256x256.png,images/gray_background.png,images/gray_background.png,images/Variation00_20110203/bmw325_rx+00.000_ry+00.000_rz+00.000_tx+00.000_ty+00.000_s+01.000_99d6fc931185f148ad118ac9d15ddf55961196da_256x256.png,images/Variation06_20110131/_01_Airliner_2jetEngines_rx-49.833_ry+127.200_rz+164.022_tx-00.347_ty+01.184_s+02.035_077327646362dd27e99eb2b9ea276366a157351c_256x256.png,images/Variation03_20110128/bear_rx+05.165_ry+49.480_rz+00.566_tx+00.044_ty-00.386_s+00.903_079b4bf370d0b5e5f9e41109d7d88abe9a447f1c_256x256.png,b,b,b,none,none
3,images/Variation06_20110131/Strawberry_obj_rx-62.259_ry-03.943_rz+65.040_tx+00.386_ty+00.820_s+00.768_838fc10ae4d5aecb22595ca7e1aba67fd0fd9c32_256x256.png,images/gray_background.png,images/gray_background.png,images/Variation06_20110131/rdbarren_rx-78.512_ry+28.101_rz-79.662_tx+00.002_ty-00.033_s+02.035_39bf8a03a687a8b90ce90c0cd72a60432103f378_256x256.png,images/Variation06_20110131/rdbarren_rx+79.672_ry-10.999_rz-64.489_tx-00.230_ty+00.307_s+01.470_5ec9d9627ffd61c904916af9c197117f8200df89_256x256.png,images/Variation06_20110131/_12_rx+70.074_ry-54.620_rz-13.496_tx+00.226_ty+00.257_s+01.108_b550ba76133906d562cdc97b56a5f5683da72a76_256x256.png,b,b,b,none,none
4,images/Variation03_20110128/MQUEEN_L_rx-23.942_ry-44.556_rz-43.989_tx+00.270_ty-00.114_s+01.497_41c152a34df114d531f527d456ee2e3076fbe058_256x256.png,images/Variation06_20110131/junkers88_rx+64.669_ry-17.909_rz-45.248_tx-00.577_ty+01.009_s+01.209_f55379501d8015ff862c71ac4a40b2ef4dc6fee7_256x256.png,images/Variation06_20110131/_031_rx-87.243_ry-56.428_rz-38.987_tx-00.255_ty+00.540_s+00.943_4850d4321c26797dcbc9785beedfa01d46dc7cc6_256x256.png,images/gray_background.png,images/gray_background.png,images/Variation03_20110128/_44_rx+19.121_ry+21.162_rz+44.744_tx+00.068_ty-00.054_s+00.554_96269b7a93815bb892a46250b192aba2ea012555_256x256.png,b,none,b,b,none
4,images/Variation03_20110128/BAHRAIN_rx+02.517_ry+39.596_rz-18.123_tx+00.135_ty-00.329_s+01.298_b8b857bde96bcb18534da78fb93e3386570cc2d9_256x256.png,images/Variation00_20110203/cruiser_rx+00.000_ry+90.000_rz+00.000_tx+00.000_ty+00.000_s+01.200_2b6cecbb41225444591d526c630a14f55242b461_256x256.png,images/gray_background.png,images/gray_background.png,images/Variation03_20110128/_001_rx+15.106_ry-29.240_rz+14.483_tx-00.274_ty+00.179_s+00.788_9ebe76d6e35a63bf87ce066fb6fe641974bb21cb_256x256.png,images/Variation00_20110203/cruiser_rx+00.000_ry+90.000_rz+00.000_tx+00.000_ty+00.000_s+01.200_2b6cecbb41225444591d526c630a14f55242b461_256x256.png,b,b,b,none,x
4,images/Variation03_20110128/_001_rx+03.519_ry+17.437_rz-20.033_tx-00.002_ty+00.185_s+00.679_67f25fbca7fc6db2dbb9a9161a8777c57acd1ee2_256x256.png,images/gray_background.png,images/Variation06_20110131/ELEPHANT_M_rx+65.120_ry+88.545_rz-57.932_tx-00.179_ty-00.506_s+01.054_710930fa3b53c88079df00e51c2708cdaa36cab5_256x256.png,images/gray_background.png,images/Variation00_20110203/face0004_rx+00.000_ry+00.000_rz+00.000_tx+00.000_ty+00.000_s+00.800_6c37199efdcf57a6c4d988b5af4498289ded0036_256x256.png,images/Variation06_20110131/ELEPHANT_M_rx+65.120_ry+88.545_rz-57.932_tx-00.179_ty-00.506_s+01.054_710930fa3b53c88079df00e51c2708cdaa36cab5_256x256.png,b,b,b,x,x
4,images/Variation06_20110131/sopwith_rx-53.821_ry-22.344_rz-74.777_tx-00.175_ty+00.882_s+01.441_c2c705881a93a33765d92968d97c9c850b65b09d_256x256.png,images/gray_background.png,images/gray_background.png,images/Variation06_20110131/_031_rx-87.243_ry-56.428_rz-38.987_tx-00.255_ty+00.540_s+00.943_4850d4321c26797dcbc9785beedfa01d46dc7cc6_256x256.png,images/Variation06_20110131/_05_future_rx-81.486_ry+86.217_rz+26.242_tx-00.203_ty-01.197_s+02.038_eb82f7ad2210ffaf8b9a5a2019ad45e80d723608_256x256.png,images/Variation00_20110203/_031_rx+00.000_ry+00.000_rz+00.000_tx+00.000_ty+00.000_s+00.700_143176a572871d3144176d44b50d0e307f2cf148_256x256.png,b,b,b,none,x
4,images/Variation03_20110128/bear_rx-21.866_ry+128.970_rz+14.057_tx+00.221_ty-00.543_s+00.797_9830ec6f53c89fa31e31846116f412c53753fec6_256x256.png,images/gray_background.png,images/Variation00_20110203/_37_rx+00.000_ry+00.000_rz+00.000_tx+00.000_ty+00.000_s+00.700_8d8ca461098b7bdfd69911cb445db0fe919b8b97_256x256.png,images/gray_background.png,images/Variation00_20110203/_08_rx+00.000_ry+00.000_rz+00.000_tx+00.000_ty+00.000_s+00.700_05e4866981d7b2203f36d4cdd2008922c348609a_256x256.png,images/Variation03_20110128/_011_rx+00.466_ry+36.644_rz+26.679_tx-00.264_ty+00.213_s+00.816_8f5686781231fff360eda0267eac78848d144e7e_256x256.png,b,b,b,none,none
4,images/Variation06_20110131/mig29_rx-54.872_ry+77.610_rz-61.506_tx+00.243_ty+00.927_s+01.077_2047480945c709a441ed1a351ba68807989f5c66_256x256.png,images/gray_background.png,images/Variation00_20110203/cruiser_rx+00.000_ry+90.000_rz+00.000_tx+00.000_ty+00.000_s+01.200_2b6cecbb41225444591d526c630a14f55242b461_256x256.png,images/gray_background.png,images/Variation06_20110131/_014_rx-38.903_ry-17.364_rz-07.443_tx+00.373_ty+01.019_s+01.110_90dafc4a303b2f572493e5b4bf1e733ee7f8ae81_256x256.png,images/Variation06_20110131/_031_rx-87.243_ry-56.428_rz-38.987_tx-00.255_ty+00.540_s+00.943_4850d4321c26797dcbc9785beedfa01d46dc7cc6_256x256.png,b,b,b,x,none
